RA,Station ID,WMO ID or NWS/CMAN ID,Station Long Name,Station Description,Latitude (dec deg),Longitude (dec deg),Platform Type,"Station Deployment (mm/yyyy, yyyy, < 5 yr, > 5 yr)","Currently Operational? (Y, N, O, U)",Platform Funder/Sponsor,"RA Funding Involvement (Yf, Yp, N)",Platform Operator/Owner,Operator Sector,Platform Maintainer,Data Manager,"Variable Names + water column depth of measurement in meters [CF_name (# m, # m) or CF_name (mult) or CF_name (# depths)].",Additional notes,file,Dataset (ERDDAP) ID
CARICOOS,PR3,41056,Vieques Buoy,,18.2609,-65.464,Moored buoy,09/2013 - present,Y,CARICOOS,Yf,Neil Pettigrew/CARICOOS,Academia,CARICOOS/University of Maine,"Department of Physical Oceanography, School of Marine Sciences, University of Maine / CARICOOS","sea_water_speed (2.5 - 28 m), sea_water_to_direction  (2.5 - 28 m), eastward_sea_water_velocity  (2.5 - 28 m), northward_sea_water_velocity  (2.5 - 28 m), sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m)",,CARICOOS.xlsx,
CARICOOS,VI1,41052,St. John Buoy ,,18.2491,-64.7637,Moored buoy,04/2011 - present,Y,CARICOOS,Yf,Neil Pettigrew/CARICOOS,Academia,CARICOOS/University of Maine,"Department of Physical Oceanography, School of Marine Sciences, University of Maine / CARICOOS","sea_water_speed (2.5 - 40 m), sea_water_to_direction  (2.5 - 40 m), eastward_sea_water_velocity (2.5 - 40 m), northward_sea_water_velocity (2.5 - 40 m), sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m)",,CARICOOS.xlsx,
CARICOOS,VI2,41051,North of St. Thomas,,18.4761,-65.1568,Moored buoy,08/2017-09/2017,O,CARICOOS,Yf,Neil Pettigrew/CARICOOS,Academia,CARICOOS/University of Maine,"Department of Physical Oceanography, School of Marine Sciences, University of Maine / CARICOOS","sea_water_speed (2.5 - 22 m), sea_water_to_direction  (2.5 - 22 m), eastward_sea_water_velocity (2.5 - 22 m), northward_sea_water_velocity (2.5 - 22 m), sea_surface_temperature, air_temperature (-3 m), relative_humidity (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m), dissolved_oxygen (1 m), mass_concentration_of_chlorophyll_in_sea_water (1 m), sea_water_turbidity (1 m)",Damaged by Hurricane Irma. A new oceanographic data buoy will be deployed in 2022.,CARICOOS.xlsx,
CARICOOS,VIA,41051,North of St. Thomas,,18.2574,-65.004,Moored buoy,03/2013-03/2015,N,CARICOOS,Yf,Neil Pettigrew/CARICOOS,Academia,University of Virgin Islands,"Department of Physical Oceanography, School of Marine Sciences, University of Maine / CARICOOS","sea_water_speed (2.5 - 22 m), sea_water_to_direction  (2.5 - 22 m), eastward_sea_water_velocity (2.5 - 22 m), northward_sea_water_velocity (2.5 - 22 m), sea_surface_temperature, air_temperature (-3 m), relative_humidity (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m), dissolved_oxygen (1 m), mass_concentration_of_chlorophyll_in_sea_water (1 m), sea_water_turbidity (1 m)",Reployed in another location. Now is identified as VI2.,CARICOOS.xlsx,
CARICOOS,181p1,41115,Rincón Waverider Buoy,,18.3764,-67.2799,Moored buoy,05/2011 - present,Y,CARICOOS/CDIP,N,"Coastal Data Information Program, SIO/UCSD/CARICOOS",Academia,CARICOOS,Coastal Data Information Program ,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment, sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, wave_frequency, sea_surface_wave_variance_spectral_density, sea_surface_wave_from_direction, sea_surface_temperature, platform_orientation, sea_floor_depth_below_sea_surface",,CARICOOS.xlsx,
CARICOOS,249p1,41121,Arecibo Waverider Buoy,,18.4909,-66.7005,Moored buoy,05/2021 - present,Y,CARICOOS/CDIP/NREL,Yf,"Coastal Data Information Program, SIO/UCSD/CARICOOS",Government-Federal/Academia,CARICOOS,Coastal Data Information Program ,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment, sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, wave_frequency, sea_surface_wave_variance_spectral_density, sea_surface_wave_from_direction, sea_surface_temperature, platform_orientation, sea_floor_depth_below_sea_surface",,CARICOOS.xlsx,
CARICOOS,MAPCO2,NCEI Accession 0117354,La Parguera MapCO2 buoy,NCEI Accession 0117354,17.953666666666667,-66.0512,Moored buoy,2009 - present,Y,PMEL/CARICOOS,Yp,PMEL,Academia,CARICOOS,PMEL/CARICOOS,"SST, SSS, Atm. press, xCO2water, xCO2air,fCO2water,fCO2air, pH on total scale",,CARICOOS.xlsx,
CARICOOS,PUNTAS,PTRP4,"Rincón, PR",,18.3667,-67.2514,Fixed,11/2012 - present,O,CARICOOS,Yf,CARICOOS ,Academia/Non-Profit,CARICOOS,NDBC / CARICOOS,"wind_speed (15 m), wind_speed_of_gust (15 m), wind_from_direction (15 m), air_temperature (15 m), air_pressure (15 m), relative_humidity (15 m)",Issues with the data logger. CARICOOS will repair and should be online by the end of February 2023.,CARICOOS.xlsx,
CARICOOS,MAGUEYES,IMGP4,"Isla Magueyes, PR",,17.9694,-67.0442,Fixed,10/2015 - 9/2017,N,CARICOOS,N,CARICOOS ,Academia/Non-Profit,CARICOOS,NDBC  / CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",Damaged by Hurricane Maria,CARICOOS.xlsx,
CARICOOS,MAGUEYES,F2397,"Isla Magueyes, PR",,17.9644,-67.0442,Fixed,10/2018 - present,Y,CARICOOS,Yf,CARICOOS ,Academia/Non-Profit,CARICOOS,Gladstone / CARICOOS,"wind_speed (8 m), wind_speed_of_gust (8 m), wind_from_direction (8 m), air_temperature (8 m), air_pressure (8 m), relative_humidity (8 m)",Replace IMGP4 station,CARICOOS.xlsx,
CARICOOS,PYC,E7791,Ponce Yatch Club - Ponce - Puerto Rico,,17.9644,-66.6177,Fixed,12/2018 - present,Y,CARICOOS,Yf,CARICOOS ,Academia/Non-Profit,CARICOOS,Gladstone / CARICOOS,"wind_speed (15 m), wind_speed_of_gust (15 m), wind_from_direction (15 m), air_temperature (15 m), air_pressure (15 m), relative_humidity (15 m)",,CARICOOS.xlsx,
CARICOOS,FCR,E7866,Faro de Cabo Rojo - Cabo Rojo - Puerto Rico,,17.9335,-67.192,Fixed,12/2018 - present,Y,CARICOOS,Yf,CARICOOS ,Academia/Non-Profit,CARICOOS,Gladstone / CARICOOS,"wind_speed (3 m), wind_speed_of_gust (3 m), wind_from_direction (3 m), air_temperature (3 m), air_pressure (3 m), relative_humidity (3 m)",,CARICOOS.xlsx,
CARICOOS,TPR,E9889,Tres Palmas Reserve - Rincon - Puerto Rico,,18.347,-67.2613,Fixed,12/2018 - present,Y,CARICOOS,Yf,CARICOOS ,Academia/Non-Profit,CARICOOS,Gladstone / CARICOOS,"wind_speed (3 m), wind_speed_of_gust (3 m), wind_from_direction (3 m), air_temperature (3 m), air_pressure (3 m), relative_humidity (3 m)",,CARICOOS.xlsx,
CARICOOS,XAGU,TJGU,"Jetty Aguadilla, PR",,18.43295,-67.15663,Fixed,2009 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XAMA,TIMA,"Charlotte Amalie Harbor, USVI",,18.3303,-64.9264,Fixed,2009 - 2015,N,Weatherflow /CARICOOS,N,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XBRO,TIRO,"Two Brothers, USVI",,18.34291,-64.8173,Fixed,2009 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XBUK,TIUK,"Buck Island, USVI",,18.27823,-64.8926,Fixed,2009 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XCDP,TJDP,"Cabo Rojo, PR (CWOP EW7866)",,18.09995,-67.18887,Fixed,JUR,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XCRX,TIRX,"Sandy Point NWR, USVI",,17.67771,-64.89989,Fixed,2009 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XCUL,TJUL,Culebrita Island,,18.3137,-65.22742,Fixed,2016 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XGUR,TJUR,"Gurabo, PR",,18.25623,-65.99167,Fixed,2009 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XJUA,TJUA,"San Juan, PR",,18.45512,-66.12846,Fixed,2009 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XMRS,TJRS,"Las Mareas, Guayama, PR",,17.92859,-66.1597,Fixed,2009 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XREY,TJEY,"Marina Puerto del Rey, Fajardo, PR",,18.28938,-65.632,Fixed,2009 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XRUP,TIMA,"Ruperts Rock, USVI",,18.32817,-64.92661,Fixed,2015 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,XSAV,TIAC,"Savanah Island, USVI",,18.33737,-65.083,Fixed,2009 - 2017,N,Weatherflow /CARICOOS,N,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",Decomissioned by Weatherflow because it got damaged by Hurricane Maria.,CARICOOS.xlsx,
CARICOOS,XWGO,TIGO,"Crown Mountain, USVI",,18.35537,-64.96693,Fixed,2009 - 2017,N,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",Damaged by Hurricane Maria. A new station will be installed in a new location.,CARICOOS.xlsx,
CARICOOS,XYAB,TJAB,"Yabucoa-El Negro, PR",,18.05245,-65.82809,Fixed,2009 - present,Y,Weatherflow /CARICOOS,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",,CARICOOS.xlsx,
CARICOOS,,,"Mountain Top, USVI",,18.36,-64.95,Fixed,2019-present,N,Weatherflow /CARICOOS/OCOVI,Yf,CARICOOS,Industry,CARICOOS,Weatherflow /CARICOOS/OCOVI,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)","This station replace Crown Mountain Station however, close vegetation is affecting the equipment. CARICOOS is currently assessing new location to relocate the station.",CARICOOS.xlsx,
CENCOOS,Trinidad,TDPC1,Trinidad Pier,Trinidad Shore Station,41.06,-124.15,fixed pier,2008-12-31 00:00:00,y,HSU/CeNCOOS,Yp,HSU,Academic,HSU,CeNCOOS/HSU,"sea_water_temperature(4.6m), sea_water_salinity(4.6m), mass_concentration_of_oxygen_in_sea_water(4.6m), sea_water_ph_measured_on_total_scale(4.6m), mass_concentration_of_chlorophyll_in_sea_water(4.6m), sea_water_turbidity,(4.6m) sea_water_pressure(4.6m)",Need to check variables,CENCOOS.xlsx,
CENCOOS,Humboldt,HBXC1,Humboldt Bay: Chevron Dock,Chevron Dock Pier Station,40.78,-124.2,fixed pier,2003,y,HSU/CeNCOOS,yp,HSU,Academic,HSU,CeNCOOS/HSU,"sea_water_temperature(2m), sea_water_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), sea_water_turbidity(2m), sea_water_pressure(2m)",,CENCOOS.xlsx,
CENCOOS,Humboldt,,Humboldt Bay: South Bay,Humboldt Bay South Bay Station,40.43,-124.13,fixed pier,2006-08-01 00:00:00,y,HSU/CeNCOOS,Yp,HSU,Academic,HSU,HSU,"sea_water_temperature(2m), sea_water_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), sea_water_turbidity(2m), sea_water_pressure(2m)",,CENCOOS.xlsx,
CENCOOS,HSU IFCB,,HSU IFCB,HSU IFCB,40.79394,-124.192885,fixed pier,2022-09-01 00:00:00,o,,Yp,HSU,Academic,HSU,,,,CENCOOS.xlsx,
CENCOOS,Bodega Head,,Bodega Head,Bodega Head intertidal station,38.32,-123.07,fixed intertidal,2007,n,SSU/CeNCOOS,Yp,SFSU,Academic,SFSU,SFSU,"sea_water_temperature, sea_water_ph_measured_on_total_scale, sea_water_pressure, mass_concentration_of_chlorophyll_in_sea_water",,CENCOOS.xlsx,
CENCOOS,Bodega  ,BDXC1,Bodega,Horeshoe cove BML Seawater Intake Station,38.32,-123.07,fixed intake,2003,y,UC Davis/CeNCOOS,yp,UC Davis (BML),Academic,UC Davis (BML),BML,"sea_water_temperature(2.9m), sea_water_salinity(2.9m), mass_concentration_of chlorophyll_in_sea_water(2.9m), sea_water_pressure(2.9m)",,CENCOOS.xlsx,
CENCOOS,IFCB163,,Bodega IFCB163,Bodega IFCB163,38.3185,-123.0716,fixed pier,2022-06-01 00:00:00,y,UC Davis/CeNCOOS,Yp,UC Davis (BML),Academic,UC Davis (BML),,,,CENCOOS.xlsx,
CENCOOS,Hog Island,,Hog Island,Hog Island Hatchery,36.162,-122.8939,fixed intake,2014-05-31 00:00:00,y,UC Davis/CeNCOOS,Yp,UC Davis  ,Academic,UC Davis,UC Davis,"sea_water_temperature(3.03m), sea_water_salinity(3.03m), sea_water_ph_measured_on_total_scale(3.03m), partial_pressure_of_carbon_dioxide_in_sea_water(3.03m), omega_aragonite(3.03m), sea_water_alkalinity_express_as_mole_equivalent(3.03m), dissolve_carbon_dioxide(3.03m)",,CENCOOS.xlsx,
CENCOOS,Carquinez,CQU1,Carquinez,Carquinez at Cal Maritime,38.07,-122.23,fixed pier,2008-02-21 00:00:00,y,SFSU/CeNCOOS,Yp,SFSU,Academic,SFSU,SFSU," sea_water_temperature(2.7m), sea_water_salinity(2.7m), mass_concentration_of_oxygen_in_sea_water(2.7m), sea_water_ph_measured_on_total_scale(2.7m), mass_concentration_of_chlorophyll_in_sea_water(2.7m), sea_water_turbidity(2.7m), sea_water_pressure(2.7m)",,CENCOOS.xlsx,
CENCOOS,Tiburon,TIBC1,Tiburon,Tiburon Pier,37.89,-122.45,fixed pier,2002-11-01 00:00:00,y,SFSU/CeNCOOS,Yp,SFSU,Academic,SFSU,SFSU,"sea_water_temperature(1.9m), sea_water_salinity(1.9m), mass_concentration_of_oxygen_in_sea_water(1.9m), sea_water_ph_measured_on_total_scale(1.9m), mass_concentration_of_chlorophyll_in_sea_water(1.9m), sea_water_turbidity(1.9m), sea_water_pressure(1.9m)",,CENCOOS.xlsx,
CENCOOS,Fort Point,FPXC1,Fort Point,Fort Point,37.81,-122.47,fixed pier,2009-02-28 00:00:00,y,UC Davis/CeNCOOS,Yp,UC Davis (BML),Academic,UC Davis (BML),BML,"sea_water_temperature(3.5m), sea_water_salinity(3.5m), mass_concentration_of chlorophyll_in_sea_water(3.5m), sea_water_pressure(3.5m)",,CENCOOS.xlsx,
CENCOOS,Exploratorium,,Exploritorium,Exploritorium,37.8,-122.397,fixed pier,,o,Exploratorium,N,Exploratorium,nonprofit,Exploratorium,Exploratorium,"sea_water_temperature, sea_water_salinity, sea_water_pressure, mass_concentration_of_oxygen_in_sea_water,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, sea_water_ph_measured_on_total_scale, dissolved_carbon_dioxide, air_temperature, air_pressure, relative_humidity, wind_speed, wind_from_direction, diffuse_downwelling_shortwave_flux_in_air",,CENCOOS.xlsx,
