RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,CARICOOS Contact (Name and Email),RA/Federal Affiliation,Dataset ID,Unnamed: 15,Unnamed: 18
GCOOS,ioos:station:wmo:42902,42902.0,42902 - Clyde Boudreaux - Alaminos Canyon 857,http://ndbc.noaa.gov/station_page.php?station=42902,27.56,-90.749,offshore_platform,Unknown,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (info@gcoos.org),"air_temperature,dew_temeperature,currents,winds",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42374,42374.0,Horn Mountain - Mississippi Canyon 126 and 127,http://www.ndbc.noaa.gov/station_page.php?station=42374,28.866,-88.056,fixed,Unknown,Y,Unknown,N,BP Inc,industry,BP Inc,GCOOS (info@gcoos.org),"sea_water_temperature,currents,waves,winds",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42379,42379.0,Marco Polo - Green Canyon 608,http://www.ndbc.noaa.gov/station_page.php?station=42379,27.362,-90.181,fixed,Unknown,N to Y,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (info@gcoos.org),currents,,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42390,42390.0,Perdido Host - Alaminos Canyon 857,http://www.ndbc.noaa.gov/station_page.php?station=42390,26.129,-94.898,fixed,Unknown,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (info@gcoos.org),"air_pressure, air_temperature,currents,dew_temperature,sea_water_temperature,winds",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42395,42395.0,42395 - Shell Alcyone Buoy - Walker Ridge 552,http://ndbc.noaa.gov/station_page.php?station=42395,26.404,-90.792,fixed,Unknown,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (info@gcoos.org),"air_pressure, air_temperature, dew_temperature, winds, currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42865,42865.0,Station 42865 - BlackHornet - VK915,http://www.ndbc.noaa.gov/station_page.php?station=42865,28.935,-88.112,offshore_platform,Unknown,Y,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42901,42901.0,Station 42901 - Q5000 - Green Canyon 137,http://www.ndbc.noaa.gov/station_page.php?station=42901,28.195,-88.605,offshore_platform,Unknown,Y,Unknown,N,BP Inc,industry,BP Inc,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42876,42876.0,Station 42876 - Deepwater Conqueror - Walker Ridge 758,http://www.ndbc.noaa.gov/station_page.php?station=42876,26.297,-91.094,offshore_platform,Unknown,Y,Unknown,N,Chevron,industry,Chevron,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42388,42388.0,42388 - Helix Producer 1 - Green Canyon 237,http://www.ndbc.noaa.gov/station_page.php?station=42388,27.73,-91.109,offshore_platform,Unknown,Y,Unknown,N,Helix,industry,Helix,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42852,42852.0,42852 - Who Dat FPS - Mississippi Canyon 547,http://www.ndbc.noaa.gov/station_page.php?station=42852,28.501,-89.769,offshore_platform,Unknown,Y,Unknown,N,LLOG,industry,LLOG,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42906,42906.0,42906 - Deepwater Poseidon - Mississippi Canyon 612,http://www.ndbc.noaa.gov/station_page.php?station=42906,28.387,-88.002,offshore_platform,Unknown,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42864,42864.0,42864 - Thalassa - Walker Ridge 464,http://www.ndbc.noaa.gov/station_page.php?station=42864,26.455,-90.777,offshore_platform,Unknown,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42369,42369.0,42369 - Mad Dog Spar - Green Canyon 782,https://www.ndbc.noaa.gov/station_page.php?station=42369,27.207,-90.283,fixed,Unknown,Y,Unknown,N,BP Inc,industry,BP Inc,GCOOS (info@gcoos.org),"currents, sea_water_temperature, winds, waves, air_temperature",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42372,42372.0,42372 - Genesis SPAR - Green Canyon 205A,https://www.ndbc.noaa.gov/station_page.php?station=42372,27.78,-90.518,fixed,Unknown,Y,Unknown,N,Chevron,industry,Chevron,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42373,42373.0,42373 - Boomvang - East Breaks 643,https://www.ndbc.noaa.gov/station_page.php?station=42373,27.354,-94.625,fixed,Unknown,Y,Unknown,N,Kerr-McGee Oil and Gas Corporation,industry,Kerr-McGee Oil and Gas Corporation,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42384,42384.0,42384 - Prince TLP - Ewing Bank 1003,https://www.ndbc.noaa.gov/station_page.php?station=42384,27.993,-90.326,fixed,Unknown,N to Y,Unknown,N,"El Paso E&P Company, L.P.",industry,"El Paso E&P Company, L.P.",GCOOS (info@gcoos.org),currents,,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42394,42394.0,42394 - Olympus TLP - Mississippi Canyon 807,https://www.ndbc.noaa.gov/station_page.php?station=42394,28.157,-89.24,offshore_platform,Unknown,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (info@gcoos.org),"sea_water_temperature,currentsair_temperature,dew_temperature,winds",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42397,42397.0,42397 - Delta House FPU - Mississippi Canyon 254,https://www.ndbc.noaa.gov/station_page.php?station=42397,28.755,-88.267,fixed,Unknown,N to Y,Unknown,N,LLOG,industry,LLOG,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42398,42398.0,42398 - Lucius SPAR - Keathley Canyon 875,https://www.ndbc.noaa.gov/station_page.php?station=42398,26.132,-92.04,fixed,Unknown,Y,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (info@gcoos.org),currents,,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42399,42399.0,42399 - Heidelberg - Green Canyon 860,https://www.ndbc.noaa.gov/station_page.php?station=42399,26.132,-92.04,fixed,Unknown,N to Y,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42851,42851.0,42851 - Noble Globetrotter I - Walker Ridge 376,https://www.ndbc.noaa.gov/station_page.php?station=42851,26.572,-90.784,offshore_platform,Unknown,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42853,42853.0,42853 - West Capricorn - Mississippi Canyon 562,https://www.ndbc.noaa.gov/station_page.php?station=42853,28.444,-88.277,offshore_platform,Unknown,Y,Unknown,N,BP Inc,industry,BP Inc,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42857,42857.0,42857 - Noble Don Taylor - GC 281,https://www.ndbc.noaa.gov/station_page.php?station=42857,27.691,-91.114,offshore_platform,Unknown,Y,Unknown,N,Talos Energy LLC,industry,Talos Energy LLC,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42869,42869.0,42869 - Ocean Confidence - Mississippi Canyon 305 #2,https://www.ndbc.noaa.gov/station_page.php?station=42869,28.695,-87.931,offshore_platform,Unknown,N to Y,Unknown,N,ATP Oil & Gas Corporation,industry,ATP Oil & Gas Corporation,GCOOS (info@gcoos.org),currents,,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42873,42873.0,42873 - Pontus - GB341,https://www.ndbc.noaa.gov/station_page.php?station=42873,27.647,-92.313,offshore_platform,Unknown,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42874,42874.0,42874 - Deepwater Asgard - Atwater Valley 23,https://www.ndbc.noaa.gov/station_page.php?station=42874,27.958,-88.822,offshore_platform,Unknown,Y,Unknown,N,Murphy Exploration & Production Company,industry,Murphy Exploration & Production Company,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42879,42879.0,42879 - Ocean BlackRhino - GC512,https://www.ndbc.noaa.gov/station_page.php?station=42879,27.476,-90.559,offshore_platform,Unknown,Y,Unknown,N,Amerada Hess Corporation,industry,Amerada Hess Corporation,GCOOS (info@gcoos.org),currents,,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42880,42880.0,42880 - West Auriga - Green Canyon 824,https://www.ndbc.noaa.gov/station_page.php?station=42880,27.132,-90.338,offshore_platform,Unknown,Y,Unknown,N,BP Inc,industry,BP Inc,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42882,42882.0,42882 - Ocean Valiant - East Breaks 646,https://www.ndbc.noaa.gov/station_page.php?station=42882,27.339,-94.47,offshore_platform,Unknown,N to Y,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (info@gcoos.org),currents,,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42884,42884.0,42884 - Ocean Blackhawk - KC 919,https://www.ndbc.noaa.gov/station_page.php?station=42884,26.078,-92.06,offshore_platform,Unknown,Y,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42888,42888.0,42888 - Rowan Relentless - Mississippi Canyon 84,https://www.ndbc.noaa.gov/station_page.php?station=42888,28.893,-87.985,offshore_platform,Unknown,N to Y,Unknown,N,Freeport-McMoRan,industry,Freeport-McMoRan,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42891,42891.0,42891 - West Vela - Mississippi Canyon 775,https://www.ndbc.noaa.gov/station_page.php?station=42891,28.193,-88.61,offshore_platform,Unknown,N to Y,Unknown,N,BP Inc,industry,BP Inc,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42896,42896.0,42896 - Sevan Louisiana - Green Canyon 243,https://www.ndbc.noaa.gov/station_page.php?station=42896,27.707,-90.786,offshore_platform,Unknown,N to Y,Unknown,N,Walter Oil and Gas Corporation,industry,Walter Oil and Gas Corporation,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42903,42903.0,42903 - Rowan Renaissance - Keathley Canyon 686,https://www.ndbc.noaa.gov/station_page.php?station=42903,26.312,-92.646,offshore_platform,Unknown,N to Y,Unknown,N,Repsol,industry,Repsol,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42907,42907.0,42907 - Ocean Black Lion - Green Canyon 512,https://www.ndbc.noaa.gov/station_page.php?station=42907,27.465,-90.566,offshore_platform,Unknown,N to Y,Unknown,N,Amerada Hess Corporation,industry,Amerada Hess Corporation,GCOOS (info@gcoos.org),currents,,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42924,42924.0,42924 - ENSCO 8503 - Mississippi Gulf 214,https://www.ndbc.noaa.gov/station_page.php?station=42924,28.785,-88.089,offshore_platform,Unknown,Y,Unknown,N,Deep Gulf Energy,industry,Deep Gulf Energy,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42928,42928.0,42928 - ENSCO 8505 - Mississippi Canyon 496,https://www.ndbc.noaa.gov/station_page.php?station=42928,28.933,-88.575,offshore_platform,Unknown,Y,Unknown,N,Marubeni Oil and Gas Inc,industry,Marubeni Oil and Gas Inc,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42932,42932.0,42932 - Deepwater Invictus - Green Canyon 653,https://www.ndbc.noaa.gov/station_page.php?station=42932,27.327,-90.148,offshore_platform,Unknown,Y,Unknown,N,BHP Billiton,industry,BHP Billiton,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42934,42934.0,42934 - Pacific Sharav - Mississippi Canyon 607,https://www.ndbc.noaa.gov/station_page.php?station=42934,28.367,-88.248,offshore_platform,Unknown,Y,Unknown,N,Chevron,industry,Chevron,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42935,42935.0,42935 - Tubular Bells Spar - Green Canyon 724,https://www.ndbc.noaa.gov/station_page.php?station=42935,28.235,-88.995,offshore_platform,Unknown,Y,Unknown,N,Amerada Hess Corporation,industry,Amerada Hess Corporation,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42936,42936.0,42936 - Rowan Resolute - MC387,https://www.ndbc.noaa.gov/station_page.php?station=42936,28.599,-88.215,offshore_platform,Unknown,Y,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (info@gcoos.org),"sea_water_temperature,currents",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42940,42940.0,42940 - West Neptune - Keathley Canyon 829,https://www.ndbc.noaa.gov/station_page.php?station=42940,26.183,-92.115,offshore_platform,Unknown,N to Y,Unknown,N,LLOG,industry,LLOG,GCOOS (info@gcoos.org),currents,,GCOOS.xlsx,,,,,
GCOOS,ioos:station:TCOON:009,,"009: Port Aransas (87752371): Port Aransas, TX",url: http://lighthouse.tamucc.edu/overview/009,27.8398,-97.0727,tide_station,< 5 yr,Y,Unknown,Yp,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:TCOON:146,,146: MANERR Station 2 (Copano East): MANERR Station 2 (Copano East),url: http://lighthouse.tamucc.edu/overview/146,28.13235,-97.03445,fixed,< 5 yr,U to Y,Unknown,Yp,Texas Coastal Ocean Observation Network,gov_federal,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity ,air_pressure ,air_temperature ,mass_concentration_of_oxygen_in_sea_water ,relative_humidity ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:TCOON:148,,148: MANERR Station 4 (Aransas Bay): MANERR Station 4 (Aransas Bay),url: http://lighthouse.tamucc.edu/overview/148,27.97985,-97.02879,fixed,< 5 yr,U to Y,Unknown,Yp,Texas Coastal Ocean Observation Network,gov_federal,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature ,sea_water_practical_salinity ,mass_concentration_of_oxygen_in_sea_water ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:TCOON:127,,127: Bahia Grande Water Quality Station 1: Bahia Grande Water Quality Station 1,url: http://lighthouse.tamucc.edu/overview/127,28.25976,-96.77369,fixed,< 5 yr,Y,Unknown,Yp,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,sea_water_practical_salinity ,mass_concentration_of_oxygen_in_sea_water ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:TCOON:031,,"031: Seadrift (87730371): Seadrift, TX",url: http://lighthouse.tamucc.edu/overview/031,28.4073,-96.7122,tide_station,< 5 yr,Y,Unknown,Yp,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:TCOON:057,,"057: Port O'Connor (87737011): Matagorda Bay; Port O'Connor, TX",url: http://lighthouse.tamucc.edu/overview/057,28.446,-96.3961,tide_station,< 5 yr,Y,Unknown,Yp,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:TCOON:518,,"518: Rollover Pass (87709711): Rollover Pass, TX",url: http://lighthouse.tamucc.edu/overview/518,29.515,-94.5133,tide_station,< 5 yr,Y,Unknown,Yp,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:TCOON:524,,"524: Port Arthur (87704751): Port Arthur, TX",url: http://lighthouse.tamucc.edu/overview/524,29.8672,-93.931,tide_station,< 5 yr,Y,Unknown,Yp,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42044,42044.0,TABS J: PS-1126 ,url: http://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=J,26.1914,-97.0507,moored_buoy,< 5 yr,Y,Unknown,N,Texas Automated Buoy System,academic,Texas Automated Buoy System,Lee Woody(woody@gerg.tamu.edu),"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,air_pressure ,air_temperature ,relative_humidity ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42048,42048.0,TABS D: TABS D,url: http://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=D,27.9396,-96.8429,moored_buoy,< 5 yr,Y,Unknown,N,Texas Automated Buoy System,academic,Texas Automated Buoy System,Lee Woody(woody@gerg.tamu.edu),"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42045,42045.0,TABS K: PI-745 ,url: http://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=K,26.2168,-96.4998,moored_buoy,< 5 yr,Y,Unknown,N,Texas Automated Buoy System,academic,Texas Automated Buoy System,Lee Woody(woody@gerg.tamu.edu),"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,air_pressure,air_temperature,relative_humidity",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42049,42049.0,TABS W: TABS W,url: http://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=W,28.3507,-96.0058,moored_buoy,< 5 yr,Y,Unknown,N,Texas Automated Buoy System,academic,Texas Automated Buoy System,Lee Woody(woody@gerg.tamu.edu),"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42043,42043.0,TABS B: GA-252,url: http://tabs.gerg.tamu.edu/Tglo/met.php?buoy=B,28.9818,-94.9186,moored_buoy,< 5 yr,Y,Unknown,N,Texas Automated Buoy System,academic,Texas Automated Buoy System,Lee Woody(woody@gerg.tamu.edu),"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,air_pressure,air_temperature,relative_humidity",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42050,42050.0,TABS F: TABS F,url: http://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=F,28.8425,-94.2433,moored_buoy,< 5 yr,Y,Unknown,N,Texas Automated Buoy System,academic,Texas Automated Buoy System,Lee Woody(woody@gerg.tamu.edu),"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42051,42051.0,TABS R: TABS R,url: http://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=R,29.635,-93.6417,moored_buoy,< 5 yr,Y to O,Unknown,N,Texas Automated Buoy System,academic,Texas Automated Buoy System,Lee Woody(woody@gerg.tamu.edu),"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:wmo:42047,42047.0,TABS V: HI-A389,url: http://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=V,27.8966,-93.5973,moored_buoy,< 5 yr,Y to O,Unknown,N,Texas Automated Buoy System,academic,Texas Automated Buoy System,Lee Woody(woody@gerg.tamu.edu),"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,air_pressure,air_temperature,relative_humidity",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:WAVCIS:CSI03,,"CSI03: Marsh Island, LA",url: http://www.wavcis.lsu.edu,29.4412,-92.0613,offshore_tower,< 5 yr,Y,Unknown,Yp,Wave-Current-Surge Information System for Coastal Louisiana,academic,Wave-Current-Surge Information System for Coastal Louisiana,Yixin (Peter) Luo(yluo2@lsu.edu),"sea_surface_height_above_sea_level,sea_water_temperature (10.0),waves,wind_speed, wind_to_direction,wind_speed_of_gust,air_pressure,air_temperature,relative_humidity",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:WAVCIS:CSI06,,"CSI06: South Timbalier Block 52, LA",url: http://www.wavcis.lsu.edu,28.8667,-90.4833,offshore_tower,< 5 yr,Y,Unknown,Yp,Wave-Current-Surge Information System for Coastal Louisiana,academic,Wave-Current-Surge Information System for Coastal Louisiana,Yixin (Peter) Luo(yluo2@lsu.edu),"sea_surface_height_above_sea_level,sea_water_temperature (100.0),waves,wind_speed, wind_to_direction,wind_speed_of_gust,air_pressure,air_temperature,relative_humidity",,GCOOS.xlsx,,,,,
GCOOS,ioos:station:WAVCIS:CSI10A,,"CSI10A: Fieldwood Energy, LLC site SS91",http://www.wavcis.lsu.edu/s6053.html,28.9192,-90.7744,offshore_platform,< 5 yr,Y,Unknown,Yp,Wave-Current-Surge Information System for Coastal Louisiana,academic,Wave-Current-Surge Information System for Coastal Louisiana,Yixin (Peter) Luo(yluo2@lsu.edu),currents,,GCOOS.xlsx,,,,,
