RA,Station ID,WMO ID or NWS/CMAN ID,Station Long Name,Station Description,Latitude (dec deg),Longitude (dec deg),Platform Type,"Station Deployment (mm/yyyy, yyyy, < 5 yr, > 5 yr)","Currently Operational? (Y, N, O, U)",Platform Funder/Sponsor,"RA Funding Involvement (Yf, Yp, N)",Platform Operator/Owner,Operator Sector,Platform Maintainer,Data Manager,"Variable Names + water column depth of measurement in meters [CF_name (# m, # m) or CF_name (mult) or CF_name (# depths)].",Additional notes,file,Unnamed: 18
MARACOOS,Port of Albany,N/A: No WMO numbers,Port of Albany hydro/weather station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,42.61954,-73.7589,fixed,2011,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed, surface_upwelling_photosynthetic_photon_flux_in_air",,MARACOOS Asset Inventory_2019_Final.xlsx,
MARACOOS,Piermont Pier,N/A: No WMO numbers,Piermont Pier weather/hydro Station - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,41.043,-73.896,fixed,2008,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"air_pressure, air_temperature, dew_point_temperature, dissolved_oxygen_saturation, precipitation_amount, dissolved_oxygen, relative_humidity, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, wind_from_direction, wind_speed",,MARACOOS Asset Inventory_2019_Final.xlsx,
MARACOOS,Pump Station,N/A: No WMO numbers,Pump Station (Marist/County/USGS) - HRECOS,Hudson River Environmental Conditions Observing System hydrologic and weather station,41.7206,-73.9388,fixed,2012,Y,Hudson River Environmental Conditions Observing System,N,Hudson River Environmental Conditions Observing System,nonprofit,Hudson River Environmental Conditions Observing System,RPS-ASA,"dissolved_oxygen_saturation, dissolved_oxygen, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_temperature, sea_water_turbidity, water_level_observed",,MARACOOS Asset Inventory_2019_Final.xlsx,
MARACOOS,Masonville_Cove_Pier,N/A: No WMO numbers,Masonville_Cove_Pier - Maryland DNR Station,Maryland Department of Natural Resources water quality station,39.2447,-76.5972,fixed,2013,Y,Maryland DNR,N,Maryland DNR,gov_state,Maryland DNR,RPS-ASA,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",,MARACOOS Asset Inventory_2019_Final.xlsx,
NANOOS,urn:ioos:station:nanoos:apl_chaba,46119,Ćháʔba· UW/NANOOS Moored Buoy near La Push,"APL-UW Ćháʔba·. At La Push, Washington. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:APL_Chaba and http://orca.ocean.washington.edu/prod_CS_ChaBa.shtml",47.9666,-124.96,moored_buoy,07/2010,O,,Yp,UW,academic,UW,,"air_temperature (2.7m), surface_air_pressure (2.7m), surface_partial_pressure_of_carbon_dioxide_in_air (3m), sea_water_temperature (-1m, -1.5m, -60m), sea_water_salinity (-1m, -1.5m), sea_water_pressure (-60m), mass_concentration_of_chlorophyll_in_sea_water (-1m, -1.5m), sea_water_turbidity (-1m, -1.5m), mass_concentration_of_oxygen_in_sea_water (-1m, -1.5m), sea_water_ph_reported_on_total_scale (-1m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-1m)",Mooring will be redeployed in early 2020,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:apl_nemo,,"UW/NANOOS NEMO Subsurface profiler with NOAA ESP, near La Push","APL-UW NEMO-ESP Profiler. At La Push, Washington. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:APL_Nemo and http://orca.ocean.washington.edu/prod_CS_SubSurface.shtml",47.9667,-124.9549,moored_buoy,08/2011,O,,Yp,UW,academic,UW,,"sea_water_temperature (-16m), sea_water_salinity (-16m), sea_water_pressure (-16m)",Mooring will be redeployed in early 2020. Platform includes a depth profiler whose data are not yet ingested by NANOOS. NANOOS does not push this data to NDBC yet.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:apl_npb1ptwells,46120,Profiling Buoy at Point Wells - Central Sound,"ORCA Point Wells. At Puget Sound, Washington. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:APL_NPB1PtWells and http://orca.ocean.washington.edu/prod_PS_PWells.shtml",47.7612,-122.3972,profiling_buoy,07/2009,Y,,Yp,UW,academic,UW,,"air_temperature (2m), surface_air_pressure (2m), relative_humidity (2m), dew_point_temperature (2m), wind_from_direction (2m), wind_speed (2m), wind_speed_of_gust (2m), sea_water_temperature (PROFILE), sea_water_salinity (PROFILE), sea_water_sigma_t (PROFILE), surface_downwelling_photosynthetic_radiative_flux_in_air (2m), mass_concentration_of_chlorophyll_in_sea_water (PROFILE), mass_concentration_of_oxygen_in_sea_water (PROFILE), fractional_saturation_of_oxygen_in_sea_water (PROFILE)",,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:apl_npb2carr,46121,Profiling Buoy at Carr Inlet - South Sound,"ORCA Carr Inlet. At Puget Sound, Washington. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:APL_NPB2Carr and http://orca.ocean.washington.edu/prod_PS_Carr.shtml",47.28,-122.73,profiling_buoy,> 5 yr,Y,,Yp,UW,academic,UW,,"air_temperature (2m), surface_air_pressure (2m), relative_humidity (2m), dew_point_temperature (2m), wind_from_direction (2m), wind_speed (2m), wind_speed_of_gust (2m), sea_water_temperature (PROFILE), sea_water_salinity (PROFILE), sea_water_sigma_t (PROFILE), surface_downwelling_photosynthetic_radiative_flux_in_air (2m), mass_concentration_of_chlorophyll_in_sea_water (PROFILE), mass_concentration_of_oxygen_in_sea_water (PROFILE), fractional_saturation_of_oxygen_in_sea_water (PROFILE), sea_water_ph_reported_on_total_scale (-1m)",,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_cbnc3,,Cathlamet Bay North Channel (USCG day mark green 3),"CMOP_Cbnc3. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Cbnc3 and http://www.stccmop.org/datamart/observation_network/fixedstation?station=cbnc3",46.21,-123.714,fixed,> 5 yr,Y,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (-6.5m), sea_water_salinity (-6.5m)",Internal data logging but no telemetry. Data are being archived with NCEI.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_elliott,,Elliott Point,"CMOP_Elliott. At Columbia Estuary, Washington. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Elliott and http://www.stccmop.org/datamart/observation_network/fixedstation?id=eliot",46.2591,-123.6149,moored_buoy,07/2017,Y,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (-0.5m, -13m), sea_water_salinity (-13m)",Deployed in late 2017. NANOOS does not push this data to NDBC yet.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_mottb,SEFO3,SATURN-04,"CMOP Saturn04. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Mottb and http://www.stccmop.org/datamart/observation_network/fixedstation?station=saturn04",46.2036,-123.7586,fixed,> 5 yr,Y,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (-0.3m, -8.6m), sea_water_salinity (-0.3m, -8.6m), sea_water_turbidity (-0.3m, -8.6m), cdom (-0.3m, -8.6m), mass_concentration_of_oxygen_in_sea_water (-0.3m, -8.6m), fractional_saturation_of_oxygen_in_sea_water (-0.3m, -8.6m)",,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_ogi02,46096,SATURN-02,"CMOP Saturn02. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Ogi02 and http://www.stccmop.org/datamart/observation_network/fixedstation?station=saturn02",46.1735,-124.1272,moored_buoy,> 5 yr,O,,Yp,CMOP,academic,CMOP,,"air_temperature (3m), surface_air_pressure (3m), wind_from_direction (3m), wind_speed (3m), wind_speed_of_gust (3m), sea_water_temperature (-1m), sea_water_salinity (-1m, -6m, -11m, -16m, -21m, -35m), surface_downwelling_photosynthetic_radiative_flux_in_air (3m), mass_concentration_of_chlorophyll_in_sea_water (-1m, -6m, -11m, -16m, -21m, -35m), sea_water_turbidity (-1m, -6m, -11m, -16m, -21m, -35m), mass_concentration_of_oxygen_in_sea_water (-1m, -6m, -11m, -16m, -21m, -35m), fractional_saturation_of_oxygen_in_sea_water (-1m, -6m, -11m, -16m, -21m, -35m)",Buoy has been recovered for the winter. Redeployment is planned for May or June of 2020.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_saturn01,,SATURN-01,"CMOP_Saturn01. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Saturn01 and http://www.stccmop.org/datamart/observation_network/fixedstation?station=saturn01",46.235,-123.8719,fixed,> 5 yr,O,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (0.0m), sea_water_salinity (0.0m), mass_concentration_of_chlorophyll_in_sea_water (0.0m), sea_water_turbidity (0.0m), cdom (0.0m), mole_concentration_of_nitrate_in_sea_water (0.0m)","Currently being refurbished, with intent to redeploy in 2020. NANOOS does not push this data to NDBC yet.",NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_saturn03,SETO3,SATURN-03,"CMOP_Saturn03. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Saturn03 and http://www.stccmop.org/datamart/observation_network/fixedstation?station=saturn03",46.1997,-123.94,fixed,> 5 yr,Y,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (-2.4m, -8.2m, -13.0m), sea_water_salinity (-2.4m, -8.2m, -13.0m), fluorescence_min (-2.4m, -8.2m, -13.0m), quantum_yield_of_fluourescence (-2.4m, -8.2m, -13.0m), mass_concentration_of_chlorophyll_in_sea_water (-2.4m, -8.2m, -13.0m), sea_water_turbidity (-2.4m, -8.2m, -13.0m), cdom (-2.4m, -8.2m, -13.0m), phycoerythrin_fluorescence (-2.4m, -8.2m, -13.0m), mass_concentration_of_oxygen_in_sea_water (-2.4m, -8.2m, -13.0m), fractional_saturation_of_oxygen_in_sea_water (-2.4m, -8.2m, -13.0m), mole_concentration_of_nitrate_in_sea_water (-2.4m, -8.2m, -13.0m), sea_water_ph_reported_on_total_scale (-2.4m, -8.2m, -13.0m)",,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_saturn05,SRFW1,SATURN River Station 05 (LOBO Station),"CMOP_Saturn05. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Saturn05 and http://www.stccmop.org/datamart/observation_network/fixedstation?station=saturn05",46.1845,-123.1874,fixed,> 5 yr,Y,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (-2.5m), sea_water_pressure (-2.5m), sea_water_electrical_conductivity (-2.5m), mass_concentration_of_chlorophyll_in_sea_water (-2.5m), sea_water_turbidity (-2.5m), cdom (-2.5m), mass_concentration_of_oxygen_in_sea_water (-2.5m), fractional_saturation_of_oxygen_in_sea_water (-2.5m)",,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_saturn06,PRTO3,SATURN River Station 06 (USGS Station),"CMOP_Saturn06. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Saturn06 and http://www.stccmop.org/datamart/observation_network/fixedstation?station=saturn06",45.5186,-122.6667,river_level_station,> 5 yr,Y,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (-0.5m), depth (-0.5m), sea_water_speed (-0.5m), river_discharge (-0.5m), mass_concentration_of_chlorophyll_in_sea_water (-0.5m), turbidity (-0.5m), mass_concentration_of_oxygen_in_sea_water (-0.5m), fractional_saturation_of_oxygen_in_sea_water (-0.5m), sea_water_ph_reported_on_total_scale (-0.5m)",,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_saturn07,46116,SATURN-07,"CMOP_Saturn07. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Saturn07 and http://www.stccmop.org/datamart/observation_network/fixedstation?id=saturn07",46.286,-124.0151,moored_buoy,> 5 yr,O,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (-1.0m), sea_water_salinity (-1.0m), mass_concentration_of_chlorophyll_in_sea_water (-1.0m), sea_water_turbidity (-1.0m), cdom (-1.0m), mass_concentration_of_oxygen_in_sea_water (-1.0m), fractional_saturation_of_oxygen_in_sea_water (-1.0m)",Mooring is scheduled to be repaired in 2020.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_saturn08,SRAW1,SATURN-08 (LOBO Station),"CMOP_Saturn08. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Saturn08 and http://www.stccmop.org/datamart/observation_network/fixedstation?id=saturn08",45.577,-122.379,moored_buoy,09/2013,O,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (-0.8m), sea_water_pressure (-0.8m), mass_concentration_of_chlorophyll_in_sea_water (-0.8m), sea_water_turbidity (-0.8m), cdom (-0.8m), mass_concentration_of_oxygen_in_sea_water (-0.8m), fractional_saturation_of_oxygen_in_sea_water (-0.8m), mole_concentration_of_nitrate_in_sea_water (-0.8m)",,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:cmop_saturn09,,SATURN-09,"CMOP_Saturn09. At Columbia Estuary, Oregon. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:CMOP_Saturn09 and http://www.stccmop.org/datamart/observation_network/fixedstation?id=saturn09",46.1765,-123.8693,fixed,09/2014,Y,,Yp,CMOP,academic,CMOP,,"sea_water_temperature (-0.5m), sea_water_salinity (-0.5m), mass_concentration_of_chlorophyll_in_sea_water (-0.5m), sea_water_turbidity (-0.5m), cdom (-0.5m), mass_concentration_of_oxygen_in_sea_water (-0.5m), fractional_saturation_of_oxygen_in_sea_water (-0.5m)",NANOOS does not push this data to NDBC.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:fbo_fannybay1,,"Fanny Bay Oysters, Baynes Sound","Fanny Bay Oysters. At Baynes Sound, Strait of Georgia, British Columbia. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:FBO_Fannybay1 and http://www.fannybayoysters.com",49.4716,-124.7927,fixed,02/2017,Y,,N,FannyBayOysters,industry,FannyBayOysters,,"sea_water_temperature (-6m), sea_water_salinity (-6m), sea_water_ph_reported_on_total_scale (-6m), dissolved_inorganic_carbon (-6m), Omega_aragonite (-6m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-6m), total_alkalinity (-6m)",NANOOS does not push this data to NDBC.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:fhl_friharbor1,,UW Friday Harbor Laboratories Cantilever Pt,"FHL-UW Friday Harbor. At Puget Sound, Washington. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:FHL_Friharbor1 and http://depts.washington.edu/fhl/wx.html",48.5461,-123.0077,fixed,> 5 yr,Y,,N,UW,academic,UW,,"air_temperature (3m), relative_humidity (3m), rainfall_rate (3m), net_downward_shortwave_flux_in_air (3m), wind_from_direction (4m), wind_speed (4m), sea_water_temperature (-1.7m), sea_water_salinity (-1.7m), surface_downwelling_photosynthetic_radiative_flux_in_air (3m)",Transmission to NANOOS is being repaired. NANOOS does not push this data to NDBC.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:hakai_kcbuoy,,"Seaology CO2 Buoy in Kwakshua Channel, BC","Hakai KC Buoy. At Kwakshua Channel, Queen Charlotte Sound, British Columbia. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:HAKAI_KCBuoy and https://www.hakai.org/blog/life-at-hakai/its-a-buoy",51.6501,-127.9664,moored_buoy,05/2018,Y,,N,Hakai Institute,academic,Hakai Institute,,"air_temperature (3m), surface_air_pressure (3m), wind_from_direction (3m), wind_speed (3m), surface_partial_pressure_of_carbon_dioxide_in_air (1m), sea_water_temperature (-0.5m), sea_water_salinity (-0.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-0.5m)",NANOOS does not push this data to NDBC.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:hakai_quadra1,,Quadra Island Field Station at Hyacinthe Bay,"Hakai Quadra Island. At Sutil Channel, Strait of Georgia, British Columbia. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:HAKAI_Quadra1 and https://www.hakai.org/blog/science-coastal-margin/meet-burke-o-lator",50.116,-125.222,fixed,< 5 yr,Y,,N,Hakai Institute,academic,Hakai Institute,,"sea_water_temperature (-1.0m), sea_water_salinity (-1.0m), sea_water_ph_reported_on_total_scale (-1.0m), dissolved_inorganic_carbon (-1.0m), Omega_aragonite (-1.0m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-1.0m), total_alkalinity (-1.0m)",NANOOS does not push this data to NDBC.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
NANOOS,urn:ioos:station:nanoos:kc_nsaj02,,"Dockton Park Pier Mooring - Inner Quartermaster Harbor, Vashon Island","KC_NSAJ02. At Puget Sound, Washington. See http://nvs.nanoos.org/Explorer?action=oiw:fixed_platform:KC_NSAJ02 and http://green2.kingcounty.gov/marine-buoy/7DayGraph.aspx?siteID=2",47.3728,-122.4534,fixed,> 5 yr,Y,,N,King County,gov_municipal,King County,,"air_temperature (7.6m), surface_air_pressure (7.6m), relative_humidity (7.6m), precipitation_accumulated (7.6m), wind_from_direction (7.6m), wind_speed (7.6m), sea_water_temperature (VARIABLE), sea_water_salinity (VARIABLE), depth (VARIABLE), surface_downwelling_photosynthetic_radiative_flux_in_air (7.6m), mass_concentration_of_chlorophyll_in_sea_water (VARIABLE), sea_water_turbidity (VARIABLE), mass_concentration_of_oxygen_in_sea_water (VARIABLE), fractional_saturation_of_oxygen_in_sea_water (VARIABLE), sea_water_ph_reported_on_total_scale (VARIABLE)",NANOOS does not push this data to NDBC.,NANOOS_RA_observing_asset_inventory_2019.xlsx,
