RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,Dataset (ERDDAP) ID
GCOOS,ioos:station:LUMCON:wisl1,,"wisl1: Wisner Station at Port Fourchon, LA",https://data.gcoos.org/monitoring.php?station=ioos:station:LUMCON:wisl1,29.1144,-90.184,offshore_tower,>5 yr,N,Unknown,N,Louisiana Universities Marine Consortium,nonprofit,Louisiana Universities Marine Consortium,Alexander Ren(aren@lumcon.edu),"sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust , sea_water_practical_salinity, air_pressure, air_temperature, relative_humidity, mass_concentration_of_oxygen_in_sea_water, mass_concentration_of_chlorophyll_in_sea_water",,GCOOS.xlsx,
GCOOS,ioos:station:NOAA.NDBC:WDEL1,,WDEL1 - Shell West Delta 143,https://www.ndbc.noaa.gov/station_page.php?station=WDEL1,28.662,-89.551,fixed,>5 yr,N,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"air_pressure, air_temperature, dew_point_temperature, wind_speed, wind_to_direction, wind_speed_of_gust",,GCOOS.xlsx,
GCOOS,ioos:station:SCCF:11,,SCCF RECON Tarpon Bay,https://recon.sccf.org/,26.4679,-82.063099,fixed,>5 yr,N,Unknown,Yp,Sanibel-Captiva Conservation Foundation,other,Sanibel-Captiva Conservation Foundation,GCOOS (data@gcoos.org),"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_practical_salinity, sea_water_turbidity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:SCCF:12,,SCCF RECON Blind Pass,https://recon.sccf.org/,26.49661,-82.14787,fixed,>5 yr,N,Unknown,Yp,Sanibel-Captiva Conservation Foundation,other,Sanibel-Captiva Conservation Foundation,GCOOS (data@gcoos.org),"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_practical_salinity, sea_water_turbidity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:SCCF:13,,SCCF RECON Shell Point,https://recon.sccf.org/,26.52548,-82.00315,fixed,>5 yr,Y,Unknown,Yp,Sanibel-Captiva Conservation Foundation,other,Sanibel-Captiva Conservation Foundation,GCOOS (data@gcoos.org),"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_practical_salinity, sea_water_turbidity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:SCCF:16,,SCCF RECON Gulf of Mexico,https://recon.sccf.org/,26.43448,-81.97119,fixed,>5 yr,N,Unknown,Yp,Sanibel-Captiva Conservation Foundation,other,Sanibel-Captiva Conservation Foundation,GCOOS (data@gcoos.org),"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_practical_salinity, sea_water_turbidity, sea_water_temperature, air_temperature, air_pressure, wind_speed, wind_to_direction, wind_speed_of_gust, relative_humidity, dew_point_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:SCCF:18,,SCCF RECON Beautiful Island,https://recon.sccf.org/,26.69549,-81.81381,fixed,>5 yr,N,Unknown,Yp,Sanibel-Captiva Conservation Foundation,other,Sanibel-Captiva Conservation Foundation,GCOOS (data@gcoos.org),"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_practical_salinity, sea_water_turbidity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:SCCF:51,,SCCF RECON Redfish Pass,https://recon.sccf.org/,26.55448,-82.17147,fixed,>5 yr,N,Unknown,Yp,Sanibel-Captiva Conservation Foundation,other,Sanibel-Captiva Conservation Foundation,GCOOS (data@gcoos.org),"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_practical_salinity, sea_water_turbidity, sea_water_temperature, air_temperature, air_pressure, wind_speed, wind_to_direction, wind_speed_of_gust, relative_humidity, dew_point_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:SCCF:53,,SCCF RECON Fort Myers,https://recon.sccf.org/,26.64934,-81.88097,fixed,>5 yr,N,Unknown,Yp,Sanibel-Captiva Conservation Foundation,other,Sanibel-Captiva Conservation Foundation,GCOOS (data@gcoos.org),"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_practical_salinity, sea_water_turbidity, sea_water_temperature, air_temperature, air_pressure, wind_speed, wind_to_direction, wind_speed_of_gust, relative_humidity, dew_point_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:SCCF:56,,SCCF RECON McIntyre Creek,https://recon.sccf.org/,26.464487,-82.104367,fixed,>5 yr,Y,Unknown,Yp,Sanibel-Captiva Conservation Foundation,other,Sanibel-Captiva Conservation Foundation,GCOOS (data@gcoos.org),"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_practical_salinity, sea_water_turbidity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:TABS:A,,TABS A:TABS A,https://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=A,29.5325,-93.8116,academic,>5 yr,N,Unknown,N,Texas General Land Office,academic,"Texas Automated Buoy System, TAMU",Lee Woody(woody@gerg.tamu.edu),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:TABS:C,,TABS C:TABS C,https://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=C,28.8116,-94.7433,academic,>5 yr,N,Unknown,N,Texas General Land Office,academic,"Texas Automated Buoy System, TAMU",Lee Woody(woody@gerg.tamu.edu),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:TABS:E,,TABS E:TABS E,https://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=E,27.3383,-97.1,academic,>5 yr,N,Unknown,N,Texas General Land Office,academic,"Texas Automated Buoy System, TAMU",Lee Woody(woody@gerg.tamu.edu),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:TABS:G,,TABS G:TABS G,https://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=G,29.55,-93.4666,academic,>5 yr,N,Unknown,N,Texas General Land Office,academic,"Texas Automated Buoy System, TAMU",Lee Woody(woody@gerg.tamu.edu),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:TABS:H,,TABS H:TABS H,https://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=H,27.8674,-96.5433,academic,>5 yr,N,Unknown,N,Texas General Land Office,academic,"Texas Automated Buoy System, TAMU",Lee Woody(woody@gerg.tamu.edu),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, air_temperature, relative_humidity, sea_water_practical_salinity, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure",,GCOOS.xlsx,
GCOOS,ioos:station:TABS:L,,TABS L:TABS L,https://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=L,28.0416,-94.1166,academic,>5 yr,N,Unknown,N,Texas General Land Office,academic,"Texas Automated Buoy System, TAMU",Lee Woody(woody@gerg.tamu.edu),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:TABS:M,,TABS M:TABS M,https://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=M,28.1921,-94.1914,academic,>5 yr,N,Unknown,N,Texas General Land Office,academic,"Texas Automated Buoy System, TAMU",Lee Woody(woody@gerg.tamu.edu),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:TABS:P,,TABS P:TABS P,https://tabs.gerg.tamu.edu/Tglo/ven.php?buoy=P,29.1662,-92.7365,academic,>5 yr,N,Unknown,N,Texas General Land Office,academic,"Texas Automated Buoy System, TAMU",Lee Woody(woody@gerg.tamu.edu),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:003,,"003: Rincon del San Jose (87778121): Rincon del San Jose; Potrero Lopeno SW, TX ",https://lighthouse.tamucc.edu/overview/003,26.8015,-97.4706,tide_station,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature  ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:005,,"005: Packery Channel (87757921): Packery Channel, TX",https://lighthouse.tamucc.edu/overview/005,27.6346,-97.237,tide_station,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:006,,"006: Ingleside (87752831): Port Ingleside, TX ",https://lighthouse.tamucc.edu/overview/006,27.8217,-97.204,tide_station,>5 yr,N,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:009,,"009: Port Aransas (87752371): Port Aransas, TX",https://lighthouse.tamucc.edu/overview/009,27.8398,-97.0727,tide_station,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:013,,"013: S. Bird Island (87761391): South Bird Island, TX",https://lighthouse.tamucc.edu/overview/013,27.4847,-97.3181,tide_station,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:031,,"031: Seadrift (87730371): Seadrift, TX",https://lighthouse.tamucc.edu/overview/031,28.4073,-96.7122,tide_station,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:041,,041: Nueces Delta 1: Nueces Delta 1,https://lighthouse.tamucc.edu/overview/041,27.88969,-97.59163,fixed,>5 yr,N,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),sea_water_practical_salinity,,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:042,,042: Nueces Delta 2: Nueces Delta 2,https://lighthouse.tamucc.edu/overview/042,27.8888,-97.5696,fixed,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:043,,043: Nueces Delta 3: Nueces Delta 3,https://lighthouse.tamucc.edu/overview/043,27.883783,-97.5332,fixed,>5 yr,N,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:057,,"057: Port O'Connor (87737011): Matagorda Bay; Port O'Connor, TX",https://lighthouse.tamucc.edu/overview/057,28.446,-96.3961,tide_station,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:068,,"068: Baffin Bay (87766041): Baffin Bay; Point of Rocks, TX",https://lighthouse.tamucc.edu/overview/068,27.297,-97.4049,tide_station,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:072,,"072: SALT01 (Nueces Bay, Texas): SALT01 (Nueces Bay, Texas)",https://lighthouse.tamucc.edu/overview/072,27.839194,-97.443972,fixed,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity, mass_concentration_of_oxygen_in_sea_water ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:074,,"074: SALT03 (Nueces Bay, Texas): SALT03 (Nueces Bay, Texas)",https://lighthouse.tamucc.edu/overview/074,27.85155,-97.48203,fixed,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity, mass_concentration_of_oxygen_in_sea_water ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:076,,"076: SALT05 (Nueces River, Texas): SALT05 (Nueces River, Texas)",https://lighthouse.tamucc.edu/overview/076,27.89183,-97.61045,fixed,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:079,,079: SALT08: SALT08,https://lighthouse.tamucc.edu/overview/076,27.87078,-97.5177,fixed,>5 yr,N,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:127,,127: Bahia Grande Water Quality Station 1: Bahia Grande Water Quality Station 1,https://lighthouse.tamucc.edu/overview/127,28.25976,-96.77369,fixed,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_practical_salinity, mass_concentration_of_oxygen_in_sea_water   ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:146,,146: MANERR Station 2 (Copano East): MANERR Station 2 (Copano East),https://lighthouse.tamucc.edu/overview/146,28.13235,-97.03445,fixed,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,gov_federal,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, sea_water_practical_salinity, air_pressure, air_temperature, mass_concentration_of_oxygen_in_sea_water, relative_humidity   ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:147,,147: MANERR Station 3 (Copano West): MANERR Station 3 (Copano West),https://lighthouse.tamucc.edu/overview/147,28.08405,-97.20094,fixed,>5 yr,N,Unknown,N,Texas Coastal Ocean Observation Network,gov_federal,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity, mass_concentration_of_oxygen_in_sea_water ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:148,,148: MANERR Station 4 (Aransas Bay): MANERR Station 4 (Aransas Bay),https://lighthouse.tamucc.edu/overview/148,27.97985,-97.02879,fixed,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,gov_federal,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity, mass_concentration_of_oxygen_in_sea_water ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:149,,149: MANERR Station 5 (Port Aransas): MANERR Station 5 (Port Aransas),https://lighthouse.tamucc.edu/overview/149,27.83826,-97.05029,fixed,>5 yr,N,Unknown,N,Texas Coastal Ocean Observation Network,gov_federal,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity, mass_concentration_of_oxygen_in_sea_water ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:170,,170: National Park Service - Baffin Bay: National Park Service - Baffin Bay,https://lighthouse.tamucc.edu/overview/170,27.29702,-97.40491,fixed,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,gov_federal,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity, mass_concentration_of_oxygen_in_sea_water ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:171,,171: National Park Service - Bird Island: National Park Service - Bird Island,https://lighthouse.tamucc.edu/overview/171,27.4847,-97.3181,fixed,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,gov_federal,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_water_temperature, sea_water_practical_salinity, mass_concentration_of_oxygen_in_sea_water ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:518,,"518: Rollover Pass (87709711): Rollover Pass, TX",https://lighthouse.tamucc.edu/overview/518,29.515,-94.5133,tide_station,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature ",,GCOOS.xlsx,
GCOOS,ioos:station:TCOON:524,,"524: Port Arthur (87704751): Port Arthur, TX",https://lighthouse.tamucc.edu/overview/524,29.8672,-93.931,tide_station,>5 yr,Y,Unknown,N,Texas Coastal Ocean Observation Network,academic,Texas Coastal Ocean Observation Network,Jonathan Scott Duff(Scott.Duff@tamucc.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature ",,GCOOS.xlsx,
GCOOS,ioos:station:USF.COMPS:ANC,,"ANC: Anclote Gulf Park, FL",https://comps.marine.usf.edu/index?view=station&id=ANC,28.193,-82.789,fixed,>5 yr,N,Unknown,N,Coastal Ocean Monitoring and Prediction System,academic,Coastal Ocean Monitoring and Prediction System,Mark E. Luther(mluther@usf.edu),"sea_surface_height_above_sea_level, sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, sea_water_practical_salinity, air_pressure, air_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:USF.COMPS:ANM,,"ANM: Anna Maria, FL",https://comps.marine.usf.edu/index?view=station&id=ANM,27.54,-82.74,fixed,>5 yr,N,Unknown,N,Coastal Ocean Monitoring and Prediction System,academic,Coastal Ocean Monitoring and Prediction System,Mark E. Luther(mluther@usf.edu),"sea_surface_height_above_sea_level, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature",,GCOOS.xlsx,
GCOOS,ioos:station:USF.COMPS:ARP,,"APK: Aripeka, FL",https://comps.marine.usf.edu/index?view=station&id=APK,28.433,-82.667,fixed,>5 yr,Y,Unknown,N,Coastal Ocean Monitoring and Prediction System,academic,Coastal Ocean Monitoring and Prediction System,Mark E. Luther(mluther@usf.edu),"sea_surface_height_above_sea_level, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature, relative_humidity",,GCOOS.xlsx,
GCOOS,ioos:station:USF.COMPS:BGC,,"BCP: Big Carlos Pass, FL",https://comps.marine.usf.edu/index?view=station&id=BCP,26.404,-81.881,fixed,>5 yr,N,Unknown,N,Coastal Ocean Monitoring and Prediction System,academic,Coastal Ocean Monitoring and Prediction System,Mark E. Luther(mluther@usf.edu),"sea_surface_height_above_sea_level, wind_speed, wind_to_direction, wind_speed_of_gust, air_pressure, air_temperature, relative_humidity",,GCOOS.xlsx,
GCOOS,ioos:station:USF.COMPS:C10,42013,C10: Navy-2,https://comps.marine.usf.edu/index?view=station&id=C10,27.169,-82.926,moored_buoy,>5 yr,Y,Unknown,N,Coastal Ocean Monitoring and Prediction System,academic,Coastal Ocean Monitoring and Prediction System,Mark E. Luther(mluther@usf.edu),"sea_water_temperature, wind_speed, wind_to_direction, wind_speed_of_gust, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_practical_salinity, air_pressure, air_temperature, relative_humidity",,GCOOS.xlsx,
GCOOS,ioos:station:USF.COMPS:C12,42022,C12: West Florida Central Buoy,https://comps.marine.usf.edu/index?view=station&id=C12,27.498,-83.722,moored_buoy,>5 yr,Y,Unknown,N,Coastal Ocean Monitoring and Prediction System,academic,Coastal Ocean Monitoring and Prediction System,Mark E. Luther(mluther@usf.edu),"wind_speed, wind_to_direction, wind_speed_of_gust, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_practical_salinity,  air_pressure, air_temperature, relative_humidity, sea_water_temperature",,GCOOS.xlsx,
