RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,Time Period,"CARICOOS Contact
(Name and Email)",Dataset (ERDDAP) ID
GCOOS,ioos:station:wmo:42399,42399,42399 - Heidelberg - Green Canyon 860,https://ntl.gcoos.org/station_details.php?station=42399,26.132,-92.04,fixed,>5 yr,N,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42400,42400,42400 - Shell Appomattox - MC 437,https://ntl.gcoos.org/station_details.php?station=42400,28.574,-87.934,offshore_platform,>5 yr,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42401,42401,42401 - Stampede TLP - Green Canyon 468,https://ntl.gcoos.org/station_details.php?station=42401,27.509,-90.556,fixed,>5 yr,N,Unknown,N,Amerada Hess Corporation,industry,Amerada Hess Corporation,GCOOS (data@gcoos.org),"sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity,  sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42402,42402,42402 - Big Foot - Walker Ridge 29 A,https://ntl.gcoos.org/station_details.php?station=42402,26.9327,-90.5202,offshore_platform,>5 yr,Y,Unknown,N,Chevron,industry,Chevron,GCOOS (data@gcoos.org),"sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42403,42403,42403  - Vito - MC939,https://ntl.gcoos.org/station_details.php?station=42403,28.0256,-94.9186,offshore_platform,>5 yr,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42851,42851,42851 - Noble Globetrotter I - Walker Ridge 376,https://ntl.gcoos.org/station_details.php?station=42851,26.572,-90.784,offshore_platform,>5 yr,N,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42852,42852,42852 - Who Dat FPS - Mississippi Canyon 547,https://ntl.gcoos.org/station_details.php?station=42852,28.501,-89.769,offshore_platform,>5 yr,N,Unknown,N,LLOG,industry,LLOG,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42853,42853,42853 - West Capricorn - Mississippi Canyon 562,https://ntl.gcoos.org/station_details.php?station=42853,28.444,-88.277,offshore_platform,>5 yr,N,Unknown,N,BP Inc,industry,BP Inc,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42854,42854,42854 - Atwood Condor - Green Canyon 199,https://ntl.gcoos.org/station_details.php?station=42854,27.768,-90.798,offshore_platform,>5 yr,N,Unknown,N,Noble Energy Inc,industry,Noble Energy Inc,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42855,42855,42855 - ENSCO 8506 - Mississippi Canyon 772,https://ntl.gcoos.org/station_details.php?station=42855,28.201,-88.766,offshore_platform,>5 yr,N,Unknown,N,ENI Petroleum,industry,ENI Petroleum,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42856,42856,42856 - Titanium Explorer - Walker Ridge 425,https://ntl.gcoos.org/station_details.php?station=42856,26.52,-90.531,offshore_platform,>5 yr,N,Unknown,N,Petrobras - USA,industry,Petrobras - USA,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42857,42857,42857 - Noble Don Taylor - GC 281,https://ntl.gcoos.org/station_details.php?station=42857,27.691,-91.114,offshore_platform,>5 yr,N,Unknown,N,Talos Energy LLC,industry,Talos Energy LLC,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42858,42858,42858 - Stena IceMAX - Atwater Valley 18,https://ntl.gcoos.org/station_details.php?station=42858,27.962,-89.048,offshore_platform,>5 yr,N,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42859,42859,42859 - Discoverer 534 (D534) - Green Canyon 516,https://ntl.gcoos.org/station_details.php?station=42859,27.514,-90.376,offshore_platform,>5 yr,N,Unknown,N,Helix,industry,Helix,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42860,42860,42860 - Atwood Advantage - Mississippi Canyon 40,https://ntl.gcoos.org/station_details.php?station=42860,27.937,-90.01,offshore_platform,>5 yr,N,Unknown,N,Noble Energy Inc,industry,Noble Energy Inc,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42861,42861,42861 - Deepwater Nautilus - Mississippi Canyon 348,https://ntl.gcoos.org/station_details.php?station=42861,27.731,-87.924,offshore_platform,>5 yr,N,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity,  sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42862,42862,42862 - Jim Thompson - Mississippi Canyon 984,https://ntl.gcoos.org/station_details.php?station=42862,27.57,-92.396,offshore_platform,>5 yr,N,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42863,42863,42863 - Ocean Victory - Green Canyon 300 #2,https://ntl.gcoos.org/station_details.php?station=42863,28.962,-88.696,offshore_platform,>5 yr,N,Unknown,N,Stone Energy ,industry,Stone Energy ,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42864,42864,42864 - Thalassa - Walker Ridge 464,https://ntl.gcoos.org/station_details.php?station=42864,26.455,-90.777,offshore_platform,>5 yr,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42865,42865,42865 - BlackHornet - VK915,https://ntl.gcoos.org/station_details.php?station=42865,28.935,-88.112,offshore_platform,>5 yr,Y,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42866,42866,42866 - Faye Kozak - Mississippi Canyon 948,https://ntl.gcoos.org/station_details.php?station=42866,28.0161,-88.7519,offshore_platform,>5 yr,N,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42866.1,42866.1 (the WMO was reused),42866 - Transocean Amirante - Mississippi Canyon 460,https://ntl.gcoos.org/station_details.php?station=42866,28.491,-88.997,offshore_platform,>5 yr,N,Unknown,N,ENI Petroleum,industry,ENI Petroleum,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42867,42867,42867 - DeepSeas - Keathley Canyon 785,https://ntl.gcoos.org/station_details.php?station=42867,28.183,-88.629,offshore_platform,>5 yr,N,Unknown,N,Murphy Exploration & Production Company,industry,Murphy Exploration & Production Company,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42868,42868,42868 - Discoverer Enterprise - Mississippi Canyon 777,https://ntl.gcoos.org/station_details.php?station=42868,28.214,-88.519,offshore_platform,>5 yr,N,Unknown,N,BP Inc,industry,BP Inc,GCOOS (data@gcoos.org),"sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity,  sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42869,42869,42869 - Ocean Confidence - Mississippi Canyon 305 #2,https://ntl.gcoos.org/station_details.php?station=42869,28.695,-87.931,offshore_platform,>5 yr,N,Unknown,N,ATP Oil & Gas Corporation,industry,ATP Oil & Gas Corporation,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42870,42870,42870 - Ocean America - Green Canyon 505,https://ntl.gcoos.org/station_details.php?station=42870,27.458,-90.884,offshore_platform,>5 yr,N,Unknown,N,Mariner Energy Inc,industry,Mariner Energy Inc,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42871,42871,42871 - C R Luigs - Green Canyon 653,https://ntl.gcoos.org/station_details.php?station=42871,27.331,-89.878,offshore_platform,>5 yr,N,Unknown,N,BHP Billiton,industry,BHP Billiton,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42872,42872,42872 - Deepwater Horizon,https://ntl.gcoos.org/station_details.php?station=42872,28.738,-88.366,offshore_platform,>5 yr,N,Unknown,N,BP Inc,industry,BP Inc,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42873,42873,42873 - Pontus - GB341,https://ntl.gcoos.org/station_details.php?station=42873,27.647,-92.313,offshore_platform,>5 yr,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42874.1,42874.1 (the WMO was reused),42874.1 - Deepwater Asgard - Atwater Valley 23,https://ntl.gcoos.org/station_details.php?station=42874.1,27.958,-88.822,offshore_platform,>5 yr,N,Unknown,N,Murphy Exploration & Production Company,industry,Murphy Exploration & Production Company,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42875,42875,42875 - Amos Runner - Mississippi Canyon 751,https://ntl.gcoos.org/station_details.php?station=42875,28.154,-89.836,offshore_platform,>5 yr,N,Unknown,N,LLOG ,industry,LLOG ,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42876,42876,42876 - Deepwater Conqueror - Walker Ridge 758,https://ntl.gcoos.org/station_details.php?station=42876,26.297,-91.094,offshore_platform,>5 yr,Y,Unknown,N,Chevron,industry,Chevron,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42877,42877,42877 - Q4000 - Garden Banks 427,https://ntl.gcoos.org/station_details.php?station=42877,29.195,-87.91,offshore_platform,>5 yr,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42877.1,42877.1 (the WMO was reused),42877.1 - Cajun Express - Mississippi Canyon 762,https://ntl.gcoos.org/station_details.php?station=42877,28.18,-89.29,offshore_platform,>5 yr,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42878,42878,42878 - Noble Paul Romano - Mississippi Canyon 725,https://ntl.gcoos.org/station_details.php?station=42878,28.246,-88.928,offshore_platform,>5 yr,N,Unknown,N,Amerada Hess Corporation,industry,Amerada Hess Corporation,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42879,42879,42879 - Ocean BlackRhino - GC512,https://ntl.gcoos.org/station_details.php?station=42879,27.476,-90.559,offshore_platform,>5 yr,N,Unknown,N,Amerada Hess Corporation,industry,Amerada Hess Corporation,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42880,42880,42880 - West Auriga - Green Canyon 824,https://ntl.gcoos.org/station_details.php?station=42880,27.132,-90.338,offshore_platform,>5 yr,Y,Unknown,N,BP Inc,industry,BP Inc,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42881.1,42881.1 (the WMO was reused),42881.1 - Transocean Marianas - Atwater Valley 428,https://ntl.gcoos.org/station_details.php?station=42881.1,27.554,-88.361,offshore_platform,>5 yr,N,Unknown,N,ENI Petroleum,industry,ENI Petroleum,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42882,42882,42882 - Ocean Valiant - East Breaks 646,https://ntl.gcoos.org/station_details.php?station=42882,27.339,-94.47,offshore_platform,>5 yr,Y,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42882,42882,42882 - Noble Globetrotter II - Mississippi Canyon 802,https://ntl.gcoos.org/station_details.php?station=42882,26.65,-94.5317,offshore_platform,>5 yr,Y,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_practical_salinity, water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42883,42883,42883 - Maersk Valiant - Alaminos Canyon 475,https://ntl.gcoos.org/station_details.php?station=42883,26.515,-94.212,offshore_platform,>5 yr,N,Unknown,N,ConocoPhillips,industry,ConocoPhillips,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42884,42884,42884 - Ocean Blackhawk - KC 919,https://ntl.gcoos.org/station_details.php?station=42884,26.078,-92.06,offshore_platform,>5 yr,N,Unknown,N,Anadarko Petroleum Corporation,industry,Anadarko Petroleum Corporation,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42885,42885,42885 - GSF Development Driller II - Mississippi Canyon 727 #2,https://ntl.gcoos.org/station_details.php?station=42885,28.249,-88.828,offshore_platform,>5 yr,N,Unknown,N,BP Inc,industry,BP Inc,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42886,42886,42886 - Discoverer Spirit - Mississippi Canyon 762,https://ntl.gcoos.org/station_details.php?station=42886,28.17,-89.24,offshore_platform,>5 yr,N,Unknown,N,Shell International E&P,industry,Shell International E&P,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42887,42887,42887 - Thunder Horse - Mississippi Canyon 778,https://ntl.gcoos.org/station_details.php?station=42887,28.191,-88.496,offshore_platform,>5 yr,N,Unknown,N,BP Inc,industry,BP Inc,GCOOS (data@gcoos.org),"air_temperature, dew_point_temperature, sea_water_temperature, sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, wind_speed, wind_to_direction, wind_speed_of_gust, sea_surface_wave_mean_ height, sea_surface_wave_ signifcant _to_direction, sea_surface_wave_significant_period, air_temperature, sea_water_practical_salinity ",,GCOOS.xlsx,,,
GCOOS,ioos:station:wmo:42888,42888,42888 - Rowan Relentless - Mississippi Canyon 84,https://ntl.gcoos.org/station_details.php?station=42888,28.893,-87.985,offshore_platform,>5 yr,Y,Unknown,N,Freeport-McMoRan,industry,Freeport-McMoRan,GCOOS (data@gcoos.org),"sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity, sea_water_temperature, sea_water_practical_salinity",,GCOOS.xlsx,,,
